date,cases(t+14),confirmed(t),calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,Debris,FishSeed,Adult_Mosquitoes,irs_patient,cluster
10/22/2013,0,1.0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5
10/23/2013,0,1.0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5
10/24/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10/25/2013,0,2.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
10/26/2013,0,2.0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,5
10/27/2013,0,1.0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,5
10/28/2013,0,2.0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,5
10/29/2013,0,3.0,0,0,0,2,0,8,0,3,0,0,0,0,0,0,5
10/30/2013,0,3.0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,5
10/31/2013,0,6.0,0,0,8,11,0,6,0,0,0,0,0,0,0,0,5
11/01/2013,0,4.0,0,0,2,8,3,14,1,3,3,0,0,0,0,0,5
11/02/2013,0,2.0,0,0,6,10,2,59,0,2,0,0,0,0,0,0,5
11/03/2013,0,0,0,0,18,7,0,4,0,1,0,0,0,0,0,0,5
11/04/2013,0,7.0,0,0,16,0,0,11,0,5,0,0,0,0,0,0,5
11/05/2013,0,3.0,0,0,11,0,4,16,0,5,0,0,0,0,0,0,5
11/06/2013,0,5.0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,5
11/07/2013,0,3.0,0,0,1,5,5,25,0,8,10,0,0,0,0,0,5
11/08/2013,0,3.0,0,0,3,3,14,41,1,7,12,0,0,0,0,0,5
11/09/2013,0,5.0,0,0,1,1,1,50,0,2,5,0,0,0,0,0,5
11/10/2013,0,2.0,0,0,0,1,67,15,0,0,4,0,0,0,0,0,5
11/11/2013,0,3.0,0,0,2,1,0,37,0,3,0,0,0,0,0,0,5
11/12/2013,0,2.0,0,0,0,5,0,99,0,1,8,0,0,0,0,0,5
11/13/2013,0,3.0,0,0,0,4,11,109,0,1,0,0,0,0,0,0,5
11/14/2013,0,2.0,0,0,0,4,8,31,0,0,1,0,0,0,0,0,5
11/15/2013,0,5.0,0,0,0,3,0,51,0,0,0,0,0,0,0,0,5
11/16/2013,0,6.0,0,0,16,27,16,187,0,5,0,0,0,0,0,0,5
11/17/2013,0,1.0,0,0,0,7,1,108,0,0,5,0,0,1,0,0,5
11/18/2013,0,3.0,0,0,0,1,0,111,0,0,0,0,0,0,0,0,5
11/19/2013,0,7.0,0,0,20,1,15,172,2,2,2,0,0,0,0,0,5
11/20/2013,0,3.0,0,0,1,0,2,54,0,5,0,0,0,0,0,0,5
11/21/2013,0,4.0,0,0,1,0,0,115,0,4,4,0,0,0,0,0,5
11/22/2013,0,2.0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,5
11/23/2013,0,3.0,0,0,0,0,2,39,0,4,0,0,0,0,0,0,5
11/24/2013,0,2.0,0,0,6,3,1,117,1,0,4,0,0,0,0,0,5
11/25/2013,0,3.0,0,0,0,3,0,77,0,0,0,0,0,0,0,0,5
11/26/2013,0,1.0,0,0,16,27,12,50,0,0,14,0,0,0,0,0,5
11/27/2013,0,2.0,0,0,3,15,3,16,0,0,3,0,0,0,0,0,5
11/28/2013,0,0.0,0,0,0,0,1,10,0,0,7,0,0,0,0,0,5
11/29/2013,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5
11/30/2013,0,1.0,0,0,6,0,0,55,0,0,0,0,0,0,0,0,5
12/01/2013,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,5
12/02/2013,0,2.0,0,0,0,0,45,29,0,0,0,0,0,0,0,0,5
12/03/2013,0,2.0,0,0,0,1,1,43,0,3,0,0,0,0,0,0,5
12/04/2013,0,0.0,0,0,0,0,0,18,0,0,21,0,0,0,0,0,5
12/05/2013,0,2.0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,5
12/06/2013,0,0.0,0,0,1,6,1,44,0,1,0,0,0,0,0,0,5
12/07/2013,0,0,0,0,0,1,0,12,0,0,15,0,0,0,0,0,5
12/08/2013,0,0.0,0,0,0,2,0,52,0,0,0,0,0,0,0,0,5
12/09/2013,0,0,0,0,0,18,0,29,0,0,0,0,0,0,0,0,5
12/10/2013,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,5
12/11/2013,0,0.0,0,0,0,4,11,62,0,0,3,0,0,0,0,0,5
12/12/2013,0,0.0,0,0,0,2,2,95,0,0,3,0,0,0,0,0,5
12/13/2013,0,0.0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,5
12/14/2013,0,0.0,0,0,0,0,0,40,0,0,5,0,0,0,0,0,5
12/15/2013,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,5
12/16/2013,0,0.0,0,0,0,20,0,47,0,0,0,0,0,0,0,0,5
12/17/2013,0,0,0,0,0,2,0,46,0,0,0,0,0,1,0,0,5
12/18/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/19/2013,0,1.0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,5
12/20/2013,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5
12/21/2013,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5
12/22/2013,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5
12/23/2013,0,1.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5
12/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/26/2013,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5
12/27/2013,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5
12/28/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
12/29/2013,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
12/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/31/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/03/2013,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,6
06/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/05/2013,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6
06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/07/2013,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
06/08/2013,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
06/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
06/13/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
06/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/15/2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
06/16/2013,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
06/17/2013,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,6
06/18/2013,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
06/19/2013,0,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,6
06/20/2013,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
06/21/2013,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
06/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/24/2013,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,6
06/25/2013,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,6
06/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/27/2013,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
06/28/2013,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
06/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
06/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/01/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
07/02/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
07/03/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
07/04/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
07/05/2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
07/06/2013,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
07/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/08/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
07/09/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
07/10/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
07/11/2013,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6
07/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/19/2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
07/20/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
07/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/22/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
07/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/27/2013,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6
07/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/30/2013,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6
07/31/2013,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6
08/01/2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
08/02/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,6
08/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
08/04/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
08/05/2013,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
08/06/2013,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
08/07/2013,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
08/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
08/09/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
08/10/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
08/11/2013,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
08/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
08/13/2013,0,0.0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,6
08/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
08/15/2013,0,0,0,0,13,3,0,0,0,4,0,0,0,0,0,0,6
08/16/2013,0,1.0,0,0,8,2,0,0,1,3,7,0,0,1,0,0,6
08/17/2013,0,0.0,0,0,20,3,0,0,0,0,3,0,0,10,0,0,6
08/18/2013,0,0,0,0,5,8,0,0,0,2,0,0,0,1,0,0,6
08/19/2013,0,0.0,0,0,0,4,0,0,0,1,8,0,0,0,0,0,6
08/20/2013,0,0,0,0,17,10,0,0,0,1,0,0,0,1,0,0,6
08/21/2013,0,0.0,0,0,0,40,0,2,0,5,1,0,0,4,0,0,6
08/22/2013,0,0,0,0,0,26,1,1,0,9,1,0,0,14,0,0,6
08/23/2013,0,0,0,0,3,7,1,3,0,7,0,0,0,0,0,0,6
08/24/2013,0,0.0,0,0,2,11,0,1,0,3,0,0,0,1,0,0,6
08/25/2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
08/26/2013,0,0.0,0,0,5,7,0,7,0,1,0,0,0,1,0,0,6
08/27/2013,0,0,0,0,13,8,0,0,2,3,2,0,0,0,0,0,6
08/28/2013,0,0.0,0,0,5,2,1,1,0,3,1,0,0,0,0,0,6
08/29/2013,0,0,0,0,5,6,0,0,0,2,2,0,0,40,0,0,6
08/30/2013,0,2.0,0,0,20,4,0,0,0,2,0,0,0,11,0,0,6
08/31/2013,0,0.0,0,0,6,6,0,5,0,3,0,0,0,0,0,0,6
09/01/2013,0,0,0,0,5,21,1,18,0,2,2,0,0,0,0,0,6
09/02/2013,0,0,0,0,19,16,1,0,1,2,1,0,0,34,0,0,6
09/03/2013,0,1.0,0,0,1,3,0,1,0,2,0,0,0,1,0,0,6
09/04/2013,0,1.0,0,0,7,5,0,4,0,6,3,0,0,3,0,0,6
09/05/2013,0,1.0,0,0,6,6,0,2,1,3,5,0,0,0,0,0,6
09/06/2013,0,0,0,0,12,11,0,7,0,1,10,0,0,5,0,0,6
09/07/2013,0,1.0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,6
09/08/2013,0,1.0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,6
09/09/2013,0,1.0,0,0,5,25,1,5,0,26,4,0,0,0,0,0,6
09/10/2013,0,1.0,0,0,14,13,0,1,1,6,8,0,0,0,0,0,6
09/11/2013,0,1.0,0,0,10,20,0,0,0,11,1,0,0,4,0,0,6
09/12/2013,0,1.0,0,0,11,20,1,10,1,14,0,0,0,0,0,0,6
09/13/2013,0,1.0,0,0,5,15,1,4,1,3,4,0,0,10,0,0,6
09/14/2013,0,0.0,0,0,4,16,3,6,1,5,4,0,0,1,0,0,6
09/15/2013,0,1.0,0,0,14,19,0,1,0,10,3,0,0,0,0,0,6
09/16/2013,0,3.0,0,0,5,9,1,3,1,6,2,0,0,8,0,0,6
09/17/2013,0,0,0,0,10,3,0,4,0,1,0,0,0,2,0,0,6
09/18/2013,0,2.0,0,0,22,22,0,5,0,2,4,0,0,4,0,0,6
09/19/2013,0,2.0,0,0,32,21,1,1,2,6,4,0,0,0,0,0,6
09/20/2013,0,1.0,0,0,9,4,0,1,1,4,2,0,0,4,0,0,6
09/21/2013,0,1.0,0,0,1,6,2,6,0,3,8,0,0,0,0,0,6
09/22/2013,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,6
09/23/2013,0,1.0,0,0,6,12,0,2,1,10,4,0,0,10,0,0,6
09/24/2013,0,1.0,0,0,4,5,5,3,1,4,3,0,0,0,0,0,6
09/25/2013,0,2.0,0,0,2,8,0,3,0,5,0,0,0,5,0,0,6
09/26/2013,0,0.0,0,0,29,5,0,6,0,7,4,0,0,0,0,0,6
09/27/2013,0,1.0,0,0,9,10,1,0,0,12,6,0,0,0,0,0,6
09/28/2013,0,2.0,0,0,10,14,0,2,0,5,5,0,0,0,0,0,6
09/29/2013,0,1.0,0,0,1,7,0,6,0,2,0,0,0,0,0,0,6
09/30/2013,0,1.0,0,0,18,1,0,0,0,1,6,0,0,5,0,0,6
10/01/2013,0,1.0,0,0,6,4,0,1,1,2,4,0,0,0,0,0,6
10/02/2013,0,1.0,0,0,0,1,0,0,0,4,7,0,0,0,0,0,6
10/03/2013,0,1.0,0,0,22,3,1,2,0,4,5,0,0,0,0,0,6
10/04/2013,0,1.0,0,0,4,13,2,1,0,8,2,0,0,0,0,0,6
10/05/2013,0,2.0,0,0,14,16,2,2,0,7,3,0,0,0,0,0,6
10/06/2013,0,3.0,0,0,2,5,0,3,0,2,0,0,0,0,0,0,6
10/07/2013,0,1.0,0,0,0,11,0,1,1,5,1,0,0,0,0,0,6
10/08/2013,0,2.0,0,0,3,7,1,2,0,6,3,0,0,5,0,0,6
10/09/2013,0,2.0,0,0,19,10,3,6,0,3,1,0,0,0,0,0,6
10/10/2013,0,0.0,0,0,7,3,0,0,0,2,1,0,0,0,0,0,6
10/11/2013,0,2.0,0,0,2,3,0,0,0,7,0,0,0,7,0,0,6
10/12/2013,0,5.0,0,0,29,11,0,6,0,3,5,0,0,0,0,0,6
10/13/2013,0,0.0,0,0,4,3,6,2,0,5,6,0,0,0,0,0,6
10/14/2013,0,1.0,0,0,29,16,3,1,0,8,8,0,0,0,0,0,6
10/15/2013,0,1.0,0,0,0,5,13,26,0,0,1,0,0,6,0,0,6
10/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
10/17/2013,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,6
10/18/2013,0,1.0,0,0,2,2,0,0,0,1,7,0,0,0,0,0,6
10/19/2013,0,2.0,0,0,2,12,0,24,0,1,25,0,0,0,0,0,6
10/20/2013,0,2.0,0,0,3,10,1,2,0,1,0,0,0,0,0,0,6
10/21/2013,0,3.0,0,0,18,16,7,1,0,8,2,0,0,0,0,0,6
10/22/2013,0,3.0,0,0,5,5,4,37,0,3,1,0,0,0,0,0,6
10/23/2013,0,6.0,0,0,14,7,15,9,0,3,1,0,0,0,0,0,6
10/24/2013,0,4.0,0,0,75,8,4,14,1,0,0,0,0,0,0,0,6
10/25/2013,0,2.0,0,0,12,0,4,42,0,9,4,0,0,0,0,0,6
10/26/2013,0,3.0,0,0,0,5,17,14,0,1,0,0,0,5,0,0,6
10/27/2013,0,2.0,0,0,1,0,4,13,0,2,0,0,0,0,0,0,6
10/28/2013,0,4.0,0,0,16,6,1,7,0,1,5,0,0,0,0,0,6
10/29/2013,0,6.0,0,0,15,2,1,6,0,3,2,0,0,0,0,0,6
10/30/2013,0,3.0,0,0,44,2,0,1,1,11,8,0,0,7,0,0,6
10/31/2013,0,5.0,0,0,37,3,9,7,0,22,2,0,0,0,0,0,6
11/01/2013,0,8.0,0,0,47,26,19,67,1,6,2,0,0,1,0,0,6
11/02/2013,0,4.0,0,0,50,14,53,39,0,5,12,0,0,4,0,0,6
11/03/2013,0,0.0,0,0,190,12,101,21,0,6,3,0,0,0,0,0,6
11/04/2013,0,10.0,0,0,21,16,85,25,0,4,5,0,0,0,0,0,6
11/05/2013,0,4.0,0,0,74,18,133,60,0,9,0,0,0,5,0,0,6
11/06/2013,0,5.0,0,0,30,9,45,49,2,16,11,0,0,1,0,0,6
11/07/2013,0,10.0,0,0,32,8,36,65,3,1,8,0,0,0,0,0,6
11/08/2013,0,6.0,0,0,11,9,63,26,3,8,6,0,0,0,0,0,6
11/09/2013,0,6.0,0,0,1,22,53,75,1,3,3,0,0,4,0,0,6
11/10/2013,0,4.0,0,0,10,9,55,103,1,5,2,0,0,0,0,0,6
11/11/2013,0,9.0,0,0,11,9,34,44,1,1,2,0,0,5,0,0,6
11/12/2013,0,6.0,0,0,22,14,78,120,0,3,1,0,0,11,0,0,6
11/13/2013,0,3.0,0,0,15,4,8,41,1,3,4,0,0,7,0,0,6
11/14/2013,0,5.0,0,0,20,1,1,8,0,0,0,0,0,10,0,0,6
11/15/2013,0,5.0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,6
11/16/2013,0,12.0,0,0,31,1,24,94,0,7,14,0,0,2,0,0,6
11/17/2013,0,1.0,0,0,19,14,34,63,0,2,8,0,0,5,0,0,6
11/18/2013,0,7.0,0,0,11,22,32,14,0,1,3,0,0,0,0,0,6
11/19/2013,0,6.0,0,0,6,6,24,54,0,5,14,0,0,2,0,0,6
11/20/2013,0,3.0,0,0,13,14,51,32,2,1,37,0,0,12,0,0,6
11/21/2013,0,8.0,0,0,9,7,47,66,1,5,20,0,0,2,0,0,6
11/22/2013,0,5.0,0,0,5,3,23,64,1,1,53,0,0,1,0,0,6
11/23/2013,0,7.0,0,0,4,7,43,81,0,2,7,0,0,5,0,0,6
11/24/2013,0,6.0,0,0,13,7,28,33,0,2,3,0,0,7,0,0,6
11/25/2013,0,7.0,0,0,15,4,29,39,0,0,25,0,0,4,0,0,6
11/26/2013,0,2.0,0,0,7,4,9,22,2,1,9,0,0,1,0,0,6
11/27/2013,0,3.0,0,0,4,6,26,16,0,2,7,0,0,13,0,0,6
11/28/2013,0,4.0,0,0,6,17,19,19,1,1,6,0,0,5,0,0,6
11/29/2013,0,1.0,0,0,4,12,27,61,0,5,20,0,0,4,0,0,6
11/30/2013,0,5.0,0,0,7,2,3,34,0,2,3,0,0,6,0,0,6
12/01/2013,0,3.0,0,0,4,0,0,0,0,0,5,0,0,2,0,0,6
12/02/2013,0,3.0,0,0,3,2,14,25,2,0,2,0,0,6,0,0,6
12/03/2013,0,5.0,0,0,5,0,24,20,0,0,29,0,0,0,0,0,6
12/04/2013,0,4.0,0,0,19,7,9,28,0,0,7,0,0,7,0,0,6
12/05/2013,0,2.0,0,0,3,1,3,34,0,1,8,0,0,3,0,0,6
12/06/2013,0,4.0,0,0,14,3,36,39,2,1,10,0,0,1,0,0,6
12/07/2013,0,2.0,0,0,19,3,37,38,0,1,31,0,0,10,0,0,6
12/08/2013,0,2.0,0,0,1,0,0,17,0,0,1,0,0,0,0,0,6
12/09/2013,0,2.0,0,0,0,2,14,31,0,1,57,0,0,1,0,0,6
12/10/2013,0,2.0,0,0,21,1,22,35,1,1,10,0,0,9,0,0,6
12/11/2013,0,1.0,0,0,1,0,3,47,0,2,7,0,0,3,0,0,6
12/12/2013,0,3.0,0,0,12,7,27,29,0,1,19,0,0,5,0,0,6
12/13/2013,0,2.0,0,0,7,1,0,46,0,1,7,0,0,6,0,0,6
12/14/2013,0,0.0,0,0,6,5,0,24,0,1,1,0,0,12,0,0,6
12/15/2013,0,0,0,0,2,1,0,33,0,0,1,0,0,0,0,0,6
12/16/2013,0,0,0,0,2,1,0,19,2,0,46,0,0,0,0,0,6
12/17/2013,0,1.0,0,0,2,3,0,28,1,5,11,0,0,1,0,0,6
12/18/2013,0,1.0,0,0,7,2,0,25,0,0,29,0,0,0,0,0,6
12/19/2013,0,0,0,0,9,5,0,24,0,1,10,0,0,0,0,0,6
12/20/2013,0,0,0,0,26,0,0,21,0,4,21,0,0,0,0,0,6
12/21/2013,0,0,0,0,6,3,8,24,2,5,2,0,0,0,0,0,6
12/22/2013,0,0,0,0,2,0,0,4,0,12,1,0,0,0,0,0,6
12/23/2013,0,0.0,0,0,2,0,0,18,0,1,2,0,0,0,0,0,6
12/24/2013,0,0,0,0,0,0,0,4,0,2,0,0,0,5,0,0,6
12/25/2013,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,6
12/26/2013,0,0.0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,6
12/27/2013,0,0,0,0,0,0,0,10,0,2,4,0,0,4,0,0,6
12/28/2013,0,0,0,0,1,0,2,10,0,2,0,0,0,2,0,0,6
12/29/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
12/30/2013,0,0,0,0,1,0,0,12,0,2,3,0,0,2,0,0,6
12/31/2013,0,0,0,0,3,0,0,16,0,1,1,0,0,3,0,0,6
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/03/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
06/04/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
06/05/2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/07/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
06/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/17/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
06/18/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
06/19/2013,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,7
06/20/2013,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
06/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/22/2013,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7
06/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
06/25/2013,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
06/26/2013,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
06/27/2013,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,7
06/28/2013,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,7
06/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/03/2013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
07/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/06/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
07/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/08/2013,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,7
07/09/2013,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,7
07/10/2013,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,7
07/11/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
07/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
07/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
